X Y Z Intensity
79.02675039810129 34.64726735744625 225.1765 56.0
79.11503074178472 34.71621723566204 225.1714 83.0
79.29807918216102 34.843164511956275 225.1727 45.0
79.00854309950955 34.66125704534352 225.1747 52.0
73.52927038504276 31.197792912833393 225.2911 46.0
79.10067344771232 34.73141657747328 225.1736 86.0
79.19903726258781 34.800622888840735 225.1834 61.0
79.08631615375634 34.746615920215845 225.1759 83.0
79.18005431222264 34.814592849463224 225.1796 67.0
79.2599155001808 34.87888163421303 225.172 66.0
73.31943329807837 31.239150154404342 225.2924 46.0
79.33055362850428 34.939600626938045 225.155 81.0
79.0547249938827 34.76804747618735 225.1692 60.0
79.15851837117225 34.837391862645745 225.1823 75.0
79.25047918828204 34.914217572659254 225.1786 62.0
79.3164634059649 34.97481821291149 225.1569 75.0
71.40079141338356 30.2620507190004 225.2802 69.0
79.41350194683764 35.03509684558958 225.1723 69.0
79.13669988594484 34.87130116391927 225.1763 65.0
79.22046758676879 34.93457754608244 225.1705 67.0
79.29805832635611 34.996585097163916 225.1604 76.0
79.39664817065932 35.05690318159759 225.1769 77.0
79.28528059029486 35.01071286294609 225.1622 79.0
79.38231913093477 35.07099149469286 225.1753 73.0
79.4553972290596 35.127325552515686 225.1641 50.0
79.18615391012281 34.97150432690978 225.1735 62.0
79.26222160051111 35.032361396588385 225.1598 75.0
79.36003579269163 35.09265975560993 225.1743 86.0
79.25251821731217 35.04767909180373 225.1648 81.0
79.43415661342442 35.16903177835047 225.1629 45.0
79.24172838334925 35.075198378413916 225.1628 87.0
79.34112213284243 35.13442515768111 225.1765 82.0
73.91571623343043 32.147046570666134 225.2976 44.0
71.59486071218271 30.901793440803885 225.2741 69.0
79.4211810962297 35.19093674328178 225.1706 47.0
79.22019244299736 35.09799739159644 225.1624 79.0
79.31728749151807 35.15605396497995 225.1727 86.0
73.81004258303437 32.18215869460255 225.3015 38.0
79.3997016644571 35.211513698101044 225.1694 59.0
79.38999828102533 35.22683139517903 225.1727 59.0
74.21661235112697 32.492669506929815 225.2873 28.0
79.37411793833598 35.24088025651872 225.1701 56.0
74.14307948062196 32.51525800023228 225.2876 70.0
72.03436488797888 31.44327326864004 225.2715 56.0
79.27060442371294 35.22157160658389 225.1676 47.0
79.36390597454738 35.27619646769017 225.1737 71.0
74.05022462434135 32.56514881551266 225.2913 79.0
71.86652605154086 31.481251573190093 225.2694 47.0
79.340043079108 35.2989363046363 225.1684 53.0
74.33422588999383 32.90367163810879 225.2918 69.0
74.22622529347427 32.93872458022088 225.291 76.0
74.51395071775187 33.25288368109614 225.2859 87.0
74.41600534785539 33.28930407110602 225.2855 86.0
72.57511938875541 32.48983761947602 225.2849 38.0
72.38736790174153 32.517303810454905 225.275 46.0
74.71432278538123 33.583721090108156 225.2897 34.0
74.62091831630096 33.62470394093543 225.2912 51.0
72.85910266917199 32.92063492909074 225.2796 20.0
74.55735591775738 33.651992968283594 225.2916 57.0
72.74523590563331 32.94219775404781 225.2739 67.0
72.5944331943756 32.98172101005912 225.2716 43.0
74.89451507851481 33.88402815815061 225.2944 38.0
74.80384592281189 33.939533279277384 225.2928 60.0
72.96220229822211 33.383520062081516 225.2798 64.0
72.84980208682828 33.408455421216786 225.2738 76.0
75.00855091703124 34.191546838730574 225.2851 56.0
74.92796523834113 34.247308381833136 225.2847 56.0
73.12710240960587 33.79683640692383 225.2744 60.0
75.1528243618086 34.46981729567051 225.2782 43.0
75.04647265351377 34.53159408457577 225.2808 57.0
73.4120333911851 34.15984126739204 225.2829 40.0
75.3089868533425 34.73838437348604 225.2781 54.0
73.27031249902211 34.20848943386227 225.2773 40.0
75.22859895438887 34.78636871278286 225.2782 50.0
75.46000230591744 34.99570309370756 225.278 24.0
75.40870907588396 35.028862855397165 225.2781 39.0
75.3422829110641 35.07720224466175 225.2817 37.0
63.017909868620336 32.38466382585466 225.0425 24.0
75.59797293506563 35.24713134858757 225.2857 23.0
73.72406808054075 34.89152370579541 225.2786 48.0
75.53037556633353 35.31100541166961 225.285 40.0
73.58206466771662 34.95128214918077 225.2715 52.0
75.45455682161264 35.362441185861826 225.2849 51.0
75.70638402702753 35.50114314071834 225.2796 28.0
73.88530569442082 35.20468969363719 225.2716 57.0
73.80167393910233 35.258150295354426 225.2663 61.0
75.59749214351177 35.601766475476325 225.2807 61.0
75.53175687324256 35.65345867257565 225.2825 48.0
75.84256450179964 35.73140268214047 225.2746 22.0
75.7339834116865 35.81980469916016 225.2761 30.0
73.95487248664722 35.582229321822524 225.2689 87.0
75.69467680575326 35.869945488870144 225.2765 46.0
75.9657284115674 35.9546607285738 225.2667 21.0
75.84270527889021 36.06159517727792 225.2679 58.0
75.83291714417282 36.08024596516043 225.2739 51.0
76.04312620719429 36.23790102265775 225.2728 44.0
74.35972341825254 36.1739684836939 225.2797 37.0
74.32029100647196 36.198535897769034 225.2776 40.0
74.27387773059309 36.22292578872293 225.2724 43.0
75.90164150716737 36.368824425153434 225.2729 33.0
74.57910922169685 36.428578860126436 225.2822 23.0
74.54117160639726 36.455407780595124 225.2803 28.0
74.50642135855742 36.47898251656443 225.2786 28.0
74.4754928611219 36.50487793236971 225.2796 30.0
74.40053455205634 36.553000355139375 225.2747 30.0
70.30081797693856 36.5254559982568 225.1763 20.0
76.24618435511366 36.737792373634875 225.2712 39.0
74.7444664852228 36.701826739124954 225.2766 21.0
74.69722105236724 36.72841896023601 225.2698 30.0
76.20480508066248 36.77787472773343 225.269 39.0
74.66163864638656 36.75419602636248 225.2678 46.0
76.18490522215143 36.797380114905536 225.2682 39.0
74.63386926334351 36.777948282659054 225.2679 43.0
74.5517605706118 36.83255935367197 225.2605 50.0
74.52942074870225 36.856449687853456 225.2629 21.0
70.5688643809408 36.972524147480726 225.1704 27.0
74.84982883394696 37.014683588407934 225.2702 23.0
76.32076205906924 37.00984348449856 225.2667 60.0
74.81502208043821 37.040480378083885 225.2667 32.0
76.50324540177826 37.15901125315577 225.2741 33.0
76.4641776230419 37.23028130829334 225.2745 37.0
76.4489599277731 37.24879401922226 225.2751 34.0
74.90901673166081 37.3730595940724 225.2625 51.0
66.82004312134814 38.193503215909004 225.0743 27.0
71.04377818852663 37.891786662861705 225.1774 39.0
75.16425460763276 37.5607651444152 225.267 27.0
75.1317183021456 37.588843163102865 225.2638 29.0
75.09524723270442 37.619044615887105 225.2593 49.0
76.54510179150384 37.4969350816682 225.2664 70.0
76.52201456623152 37.51969465427101 225.2624 75.0
74.97983939223923 37.73173147533089 225.254 52.0
76.76408711413387 37.55364435724914 225.26 38.0
76.71784069377463 37.63251408562064 225.2652 64.0
75.30830192565918 37.84792383573949 225.268 22.0
76.684893364436 37.707275027409196 225.2673 68.0
76.66801135055721 37.73019240051508 225.2666 68.0
76.65196149644908 37.75090744253248 225.2649 73.0
75.20148275780957 37.95860561076552 225.2622 33.0
76.62130007497035 37.79682109039277 225.2652 64.0
76.60993238352239 37.81654345430434 225.2668 22.0
76.86681426572613 37.817517353221774 225.2619 42.0
76.85860568704084 37.835096560418606 225.2646 40.0
76.83857735176571 37.8901745909825 225.2649 36.0
75.42776721564587 38.15558060258627 225.2634 24.0
76.79338912421372 37.957953756675124 225.2627 42.0
75.38995542074554 38.20798290334642 225.2665 22.0
76.76117639988661 38.00382795371115 225.2601 66.0
75.32543243584223 38.27304689679295 225.2589 31.0
76.75130350305699 38.02581182401627 225.2625 70.0
76.73322202812415 38.06537490244955 225.2676 22.0
76.98573253268842 38.0551201691851 225.2618 46.0
76.97275702957995 38.077025138773024 225.2616 43.0
76.9679746425245 38.11247943062335 225.2622 39.0
75.59746750700288 38.44116817321628 225.2739 22.0
76.9353381069377 38.1750190583989 225.2649 46.0
75.56395777582657 38.47700366843492 225.2697 30.0
76.93181169067975 38.19160558655858 225.2694 48.0
75.54543970432132 38.50321467965841 225.2705 30.0
75.51428518153261 38.537998320534825 225.2666 31.0
76.86208249162883 38.308789286762476 225.2666 30.0
68.15410625562072 40.57988405134529 225.0876 28.0
77.10343586408999 38.34049721993506 225.2643 30.0
77.08529787953012 38.38228235580027 225.2673 30.0
75.70545206684619 38.77299142628908 225.2645 40.0
77.04938921390567 38.45140925236046 225.2667 28.0
75.6386149280006 38.8680137405172 225.2622 46.0
75.61142342397943 38.899562921375036 225.2586 70.0
77.01583575748373 38.51948429457843 225.2675 36.0
76.99967288749758 38.54464345052838 225.2648 31.0
77.2475859739352 38.532048320397735 225.2547 37.0
72.18005666602403 40.08970057312399 225.1673 23.0
77.24403130286373 38.5497458782047 225.2587 37.0
77.22589331772178 38.59153101127595 225.2597 35.0
75.86584451189265 39.05834230594337 225.2625 38.0
77.20649936178233 38.652183908969164 225.2663 37.0
77.19424300198443 38.67633066046983 225.2655 40.0
77.1835661989171 38.69940583407879 225.2655 40.0
77.12609068641905 38.85358880832791 225.2652 28.0
72.35375324334018 40.58439814578742 225.1593 42.0
77.32723597693257 38.909844423644245 225.2518 42.0
76.0078446813859 39.39547758270055 225.2608 36.0
77.32400489086285 38.945338166318834 225.2604 38.0
75.96024475782178 39.466530666686594 225.2549 40.0
77.26716375723481 39.10509600676596 225.2567 42.0
77.5360220830189 39.03188744280487 225.2618 24.0
77.50294626760297 39.142221024259925 225.2667 48.0
77.49733171833213 39.179877646267414 225.264 48.0
76.14513175573666 39.79586260020733 225.2601 37.0
77.48534243460745 39.22404264099896 225.2672 50.0
77.47937604680192 39.24501410871744 225.2684 50.0
76.10135358083062 39.86923636589199 225.2546 66.0
77.46020812320057 39.29677877575159 225.2669 56.0
77.44703484140337 39.32646094635129 225.2644 59.0
77.4419006134849 39.34523008111864 225.2656 53.0
77.41271852212958 39.424533762037754 225.2639 38.0
77.661833717837 39.33414691593498 225.2503 31.0
